Stock,Date,EPS Reported,EPS Surprise,Beat Estimate,EPS Estimate,Net Profit Margin,Return On Assets,Current EPS Growth,Fiscal Year EPS Growth,Cash Flow Accruals,Balance Sheet Accruals,Quick Ratio,Price Earnings Ratio,Debt Equity Ratio,Return On Equity,Current Ratio,Price To Sales Ratio,Price To Book Ratio,Dividend Yield,Dividend Payout Ratio,Asset Turnover,Inventory Turnover,Cash Ratio,Gross Profit Growth,EPS Growth,Free Cash Flow Growth,Receivables Growth,Asset Growth,Debt Growth,R&D Growth
BC,2019-01-31,0.98,+8.89,1,0.9,0.0348,0.01011301409763486,1.3876,0.858,-0.01388791797739718,0.12200478450135299,0.52204360974057,15.33,0.7714,0.1676,1.496,0.7809,1.2183,0.016803683105616,0.25555974368639,1.2021903763253,6.4422,0.24144516950501,0.1439,1.3846,-0.6403,-0.2751,0.2779,1.791,-0.0608
BLL,2019-01-31,0.55,-1.79,-1,0.56,0.0539,0.00912166243808143,-0.0444,0.2286,-0.02343844388063308,-0.01823681167155947,0.61611721611722,34.8333,1.9459,0.1313,0.962,1.3404,1.5705,0.0086784231313258,0.30176211453744,0.70285127461641,8.3196,0.17606837606838,-0.0914,-0.0217,-0.4175,0.1028,-0.0358,-0.0347,0.0
BAX,2019-01-31,0.78,+6.85,1,0.73,0.1225,0.022249216801994758,5.9231,1.3023,-0.02602135413336743,-0.04488275525158769,1.2849083215797,21.6513,0.4461,0.2084,2.087,3.1478,3.0796,0.010755537245207,0.23152709359606,0.71139952688447,7.1145,0.6459802538787,0.0241,6.0769,0.869,0.0106,-0.0859,-0.01,-0.0331
MUR,2019-01-31,0.31,+10.71,1,0.28,0.1494,0.009353375820520572,1.3533,2.3039,-0.01077322440438605,0.05697962309469626,0.6992534790759,9.8277,0.644,0.0851,1.04,1.5746,0.3662,0.043535416317314,0.42093535785003,0.23257930473653,27.7676,0.42541173300176,0.2924,1.3593,-128.8168,-0.0484,0.1208,0.0664,-0.2509
MMC,2019-01-31,1.09,+4.81,1,1.04,0.0412,0.007090555195106127,4.0,0.1254,-0.044304384094911484,0.027352584093127335,1.0932168968318,24.4632,0.7754,0.2197,1.205,2.687,3.8279,0.020188198943528,0.48909090909091,0.69283529520808,0.0,0.21649065800162,0.0073,4.0,0.5067,0.0445,0.0562,0.0614,0.0
SHW,2019-01-31,3.54,-0.28,-1,3.55,0.0248,0.00527785760832692,-0.8796,-0.3588,-0.021505748923176044,-0.01960449862473022,0.50590995700771,33.0084,2.5045,0.2972,1.011,2.1009,5.2807,0.0088119706403114,0.29126057726477,0.91639162364048,9.8571,0.036182911651151,-0.0326,-0.88,-0.2163,-0.0408,-0.0385,-0.1119,0.0
CNX,2019-01-31,0.67,+139.29,1,0.28,0.2341,0.01186277738918108,-0.5583,1.2485,-0.010902600856361083,0.10694718651014684,0.53673502557484,3.0453,0.5539,0.184,0.959,1.3437,0.3023,-0.0,-0.0,0.20139662041137,169.1777,0.032884937138487,-0.0274,-0.562,-0.9035,0.2808,0.2395,0.0831,-0.8132
WRK,2019-01-31,0.83,+5.06,1,0.79,0.0321,0.004535835053428941,-0.8767,1.6498,-0.005347785397285021,0.005381619243005381,0.79425794257943,7.185,0.5593,0.1662,1.436,0.8397,0.8207,0.033341082184061,0.23131000472168,0.64214427948976,8.9802,0.1910419104191,0.0107,-0.8764,0.539,0.2833,0.22,0.6369,0.0
MATW,2019-01-31,0.5,-7.41,-1,0.54,0.0083,0.0013163168460079303,-0.9091,0.4781,-0.0022479818529337883,0.024573086218408553,1.3024874127974,14.4218,1.1062,0.1236,2.148,0.9792,1.6263,0.015929931924324,0.22945674344097,0.67970907783033,9.1083,0.14515261764932,-0.0381,-0.9099,0.982,-0.0215,-0.0124,-0.0416,0.0
CNXM,2019-01-31,0.59,+28.26,1,0.46,0.6009,0.04597980610052862,0.475,0.0988,-0.006869254010036437,-0.0006268840944764546,0.57397901797583,8.5684,1.4398,0.4044,0.623,4.0366,1.1196,0.09518590980803,0.70160099073425,0.27735058805223,0.0,0.081105953086975,0.1927,0.5,-1.3859,0.1286,-0.0013,2.1921,0.0
CMCO,2019-01-31,0.61,+3.39,1,0.59,-0.0036,-0.0007359833754343432,0.9348,0.8947,-0.025400838004600367,-0.03669436306525766,0.94780336807429,19.2842,0.6965,0.0988,1.716,0.9406,1.6304,0.0056722402408165,0.10926086854405,0.82545774140401,5.8585,0.33649031134335,0.0685,0.9348,0.8102,-0.0004,-0.0606,-0.1669,-0.0067
CHTR,2019-01-31,1.29,-14.57,-1,1.51,0.0264,0.00202559364949018,-0.9607,-0.8469,-0.0196537329774858,-0.0016840134857712815,0.20653162463828,53.8696,2.0071,0.0339,0.226,1.495,0.6044,-0.0,-0.0,0.29859713953329,0.0,0.063249276560562,0.0593,-0.9651,-0.2674,0.0599,-0.0034,0.037,0.0
SYMC,2019-01-31,0.44,+12.82,1,0.39,0.0537,0.003949927078269324,-0.9502,-0.9706,-0.018959649975692758,0.00564722213458687,0.73048327137546,459.8,0.7759,0.0054,0.846,3.1062,2.787,0.014994298020863,7.0,0.29683774626678,0.0,0.47557089750398,-0.0156,-0.9539,0.3218,0.0856,0.0298,-0.097,-0.0711
YUMC,2019-01-31,0.12,+50,1,0.08,0.0387,0.016052060737527116,1.7407,0.79,-0.018655097613882864,0.03630437226031247,1.171588188348,18.2228,0.0087,0.2464,1.558,1.5104,2.9978,0.012578401724838,0.2274011299435,1.8253796095445,27.8642,1.0103750997606,-0.0175,1.7407,1.2217,0.0127,0.0753,-0.1071,0.0
HSY,2019-01-31,1.26,-0.79,-1,1.27,0.1694,0.04372194282242549,0.8625,0.5174,-0.048077377444171246,0.16212832319484735,0.48877847451754,20.4542,3.1869,0.8419,0.926,2.8863,4.8636,0.025318477090055,0.47769968799944,1.0114304519526,10.1333,0.24311844291204,0.1279,0.875,0.1961,0.01,0.387,0.5263,0.0
KEM,2019-01-31,1.07,+13.83,1,0.94,0.1165,0.03314174051396256,1.1563,-0.1917,-0.007246253219271037,0.03745428013496953,1.2998639006295,5.0196,0.4605,0.3231,2.306,0.7489,0.8522,0.0055753724793917,0.027891396844913,1.0491034409508,6.2077,0.74663611912106,0.3409,1.1212,-0.5806,0.0543,0.0508,-0.0685,0.1464
NFG,2019-01-31,1.12,+6.67,1,1.05,0.2094,0.016593049086719613,-0.487,0.3727,-0.00027671244921550727,-0.0055053598055850314,0.89825478343862,12.3004,1.1002,0.2021,1.238,3.027,0.7994,0.030213611457305,0.36590119048531,0.2638402540816,22.236,0.52176066899968,0.1052,-0.4871,-0.6236,0.1327,0.0682,0.0227,0.0
RTN,2019-01-31,2.93,+1.38,1,2.89,0.113,0.02546678910315274,1.163,0.4604,-0.04897459442913989,0.028490476940028334,0.62105636299185,15.0935,0.497,0.2536,1.434,1.6128,2.4509,0.02245848030032,0.33516672396012,0.82822161003979,40.0266,0.42632636181023,0.094,1.1544,0.5733,0.2447,0.0587,0.1291,0.0
MCK,2019-01-31,3.4,+7.59,1,3.16,0.0083,0.0076871383848814145,-0.4457,-0.4688,0.010588254577043484,-0.005905724971470933,0.56415776324882,699.0588,0.9383,0.0042,1.022,0.1064,0.4843,0.012575746910647,8.5882352941176,3.5916175090495,12.9816,0.079227130175942,0.0939,-0.446,-1.1548,-0.0541,-0.0499,0.1126,0.0
EMN,2019-01-31,1.39,-13.13,-1,1.6,0.0143,0.0021256642700844012,-0.9169,-0.2017,-0.04413879337292904,-0.0001250234418953554,0.92328471096704,9.5569,1.0629,0.1861,1.818,1.0086,1.0958,0.031296326365539,0.29444444444444,0.6346358236949,6.566,0.12209616423555,0.0197,-0.9208,0.3632,0.07,-0.0003,-0.0569,0.1132
COP,2019-01-31,1.13,+11.88,1,1.01,0.1803,0.026693340954558446,0.25,8.6,-0.02736496141754787,-0.02359392222795831,1.5810682893847,11.6325,0.4686,0.1959,1.795,1.8535,1.0255,0.018919078470184,0.21783602365351,0.5534009717062,37.4717,0.79986477349561,0.2548,0.2656,1.2469,-0.0586,-0.0461,-0.2403,-0.5234
NOC,2019-01-31,4.93,+14.12,1,4.32,0.0806,0.017448808859851804,-0.3454,0.1316,-0.045680291079064086,0.034693120457262194,0.97328982354363,13.1737,1.6957,0.3944,1.17,1.4128,2.3907,0.019463709688304,0.25425828429854,0.79927230233979,57.2148,0.19083877205705,0.2888,-0.3464,0.4402,0.4326,0.0719,-0.0358,0.0
IP,2019-01-31,1.65,+3.77,1,1.59,0.0531,0.009411484393614486,-0.7794,-0.0546,-0.015040505122706695,-0.004845952073978571,0.87558585428206,8.22,2.3026,0.2733,1.49,0.7014,0.5413,0.049349097513938,0.39214711729622,0.69412675720753,10.2354,0.12547933532169,0.0717,-0.7768,-0.2582,0.0712,-0.0096,-0.0284,0.0
TSCO,2019-01-31,1.11,+1.83,1,1.09,0.0642,0.04435636260388907,0.2759,0.2943,-0.06616099378269982,0.03963801429490391,0.091992704456954,19.2258,0.2819,0.3409,1.913,1.2875,3.4424,0.014468101137996,0.27629391554915,2.5641407439627,5.2003,0.091992704456954,0.0714,0.2874,0.3318,0.0,0.0755,-0.0475,0.0
DECK,2019-01-31,6.59,+24.34,1,5.3,0.2247,0.12731295840192006,1.4833,1.4693,-0.15825656698332718,0.06049483854308892,3.0667480959908,16.4619,0.0301,0.2529,4.372,2.1172,3.1426,-0.0,-0.0,1.4156589868596,6.9858,2.3538343631748,0.1101,1.4871,0.0191,0.1994,0.0075,-0.0177,0.0
ETN,2019-01-31,1.46,+2.1,1,1.43,0.1156,0.020294609545863887,0.0139,-0.265,-0.006078734079505982,-0.024028878600015693,0.83391540551028,13.927,0.4669,0.1332,1.473,1.3771,2.2844,0.03921326522226,0.53566433566434,0.69500192975685,7.9959,0.054908808692278,0.0662,0.0139,-0.062,-0.0216,-0.0469,-0.0297,0.0069
DOOR,2019-01-31,0.68,-10.53,-1,0.76,0.0234,0.006942503788379305,-0.8033,-0.3458,-0.028358162797693518,0.02839400553325606,1.6702445109374,13.2633,1.3046,0.1519,2.84,0.5479,0.8577,-0.0,-0.0,1.2202112495888,8.9591,0.51421897548368,-0.0475,-0.8065,-0.4156,0.0533,0.0584,0.2729,0.0
KEX,2019-01-31,0.75,+10.29,1,0.68,-0.0339,-0.004161902202366172,-1.0995,-0.7669,-0.016883319929818036,0.0676575669780065,0.69999440588895,51.4198,0.4389,0.0244,1.804,1.3575,0.8592,-0.0,-0.0,0.50594387145978,7.2177,0.012833548871141,0.0131,-1.0998,-0.9085,-0.0765,0.1451,0.421,0.0
CELG,2019-01-31,2.39,+3.02,1,2.32,0.2658,0.0302423900789177,19.625,0.5137,-0.03579481397970688,0.08136114963197756,1.9985210746857,11.3434,3.2901,0.6567,2.235,2.9327,3.9783,-0.0,-0.0,0.43069334836528,30.5926,1.043628296771,0.1498,16.3,0.4155,0.0755,0.1771,0.2798,-0.5844
CLFD,2019-01-31,0.08,+60,1,0.05,0.0503,0.013379777218416173,0.1429,0.1429,-0.07704824648624192,0.03294264365890369,6.0832225242938,41.7188,0.0,0.0621,8.25,2.3485,2.7917,-0.0,-0.0,1.0461103949605,8.3931,1.7161484993046,0.1179,0.1429,2.6907,0.4661,0.0913,0.0,0.0
VLO,2019-01-31,2.12,+98.13,1,1.07,0.0331,0.01898115840893231,-0.5821,-0.2041,-0.014475127105971488,-2.9906392989941483e-05,0.96298023125699,10.2699,0.4204,0.1441,1.648,0.2718,0.6278,0.043817681113519,0.43850096092249,2.3334263782275,18.1222,0.27806788511749,0.3928,-0.581,-0.2772,0.0611,-0.0001,0.0267,0.0
CY,2019-01-31,0.35,+6.06,1,0.33,0.4419,0.07232560248997147,8.2,4.9583,0.033818502307610035,0.02159879340522097,0.98298611558741,12.8485,0.4165,0.1676,1.638,1.8536,2.5148,0.034684009664561,0.44378891796769,0.672541403628,8.8045,0.46042877953822,0.0127,8.5,-0.2922,0.0956,0.0442,-0.1043,-0.1289
UTL,2019-01-31,0.74,+5.71,1,0.7,0.0876,0.008472618038974042,-0.0633,0.0825,0.001925595008857737,0.02220297614361074,0.71376623376623,22.7085,1.3916,0.094,0.791,1.6959,0.5773,0.029482101713575,0.66060606060606,0.34206269737349,58.0523,0.040519480519481,-0.042,-0.0633,0.2542,0.0245,0.0454,0.0781,0.0
MOD,2019-01-31,0.42,+23.53,1,0.34,0.0333,0.011899252991339988,1.614,2.8372,-0.008395584055000991,-0.011377514945040818,0.735447689035,8.5749,0.8423,0.1588,1.251,0.3277,0.5804,-0.0,-0.0,1.4386866059818,11.2893,0.08064204215819,0.0738,1.6316,-0.34,0.0433,0.007,-0.0381,0.0
GFF,2019-01-31,0.22,+175,1,0.08,0.0171,0.004218742243187139,-0.7083,7.4571,0.003937749814559456,0.053392114198782294,1.200978958,5.049,2.3632,0.2649,2.322,0.3563,0.4888,0.07978797519651,0.39622686548163,0.94869177750385,5.669,0.1774692103971,0.1844,-0.7162,0.4852,0.0312,-0.0485,-0.0768,0.0
DGII,2019-01-31,0.17,+1800,1,-0.01,0.0751,0.012265310025227454,2.0,-0.8571,-0.003743513034184116,0.03757937365387162,3.1644505664408,261.8,0.0,0.0039,4.555,1.5616,2.0061,-0.0,-0.0,0.61364625711414,6.3539,1.6308436173502,0.3563,2.0,9.0758,0.5308,0.0985,0.0,0.228
DWDP,2019-01-31,0.88,+1.15,1,0.87,0.0236,0.002526192628835824,1.1909,0.8132,-0.02460245705472531,0.0,1.2717782723043,21.6657,0.4279,0.0406,2.007,0.9597,0.8372,0.013462539241945,0.90816857440166,0.45725150241983,5.1157,0.5454986850091,0.3267,1.1875,7.1505,0.0138,-0.0215,0.1876,-0.0471
AXTA,2019-01-30,0.34,+6.25,1,0.32,0.0647,0.01129469568734365,2.24,4.6667,-0.02624443878544572,-0.011585812746614944,1.4964443590236,26.9195,3.2064,0.1719,2.219,1.1905,1.3646,-0.0,-0.0,0.70344682954597,7.6883,0.66922929079377,-0.0878,2.2308,0.1067,-0.0108,-0.0229,-0.0132,0.1257
ALGT,2019-01-30,2.56,+3.64,1,2.47,0.1006,0.01658723768023603,-0.5039,-0.1756,-0.010022540009316964,0.06807499746196961,0.86846784799882,10.002,1.8422,0.2344,0.964,0.9713,0.6408,0.028471934012042,0.27964425656049,0.66733435574474,89.7369,0.18659872839477,0.1003,-0.5019,1.0391,-0.4932,0.1461,0.0917,0.0
ARCB,2019-01-30,1.01,+8.6,1,0.93,0.0198,0.009939378819683336,-0.587,0.1156,-0.04318325189656393,0.05975822686851606,1.358662849698,13.1264,0.4064,0.0937,1.439,0.2845,0.6467,0.009416894127639,0.12256549017276,2.0099569200464,0.0,0.42140131791774,0.0894,-0.5845,1.3489,0.0591,0.1271,0.0846,0.0
AVY,2019-01-30,1.52,+1.33,1,1.5,0.0549,0.018754225012071465,2.697,0.6869,-0.03343312409464027,0.003936244473745443,0.7129889669007,16.7907,2.0586,0.4894,1.152,1.088,1.8902,0.022545481657187,0.37441163885323,1.3827136648962,11.3545,0.11634904714142,0.0127,2.6866,0.0012,0.008,0.0079,0.2431,0.0
ANTM,2019-01-30,2.44,+10.91,1,2.2,0.0182,0.005938159310335192,-0.6538,-0.0111,-0.0005309413030417348,0.007254892302495936,1.4314136125654,18.075,0.6731,0.1314,1.563,0.7375,1.615,0.011487114625705,0.20693333333333,1.2869039135963,0.0,0.17910311859777,0.1068,-0.6569,1.0906,0.1004,0.0146,-0.0362,0.0
AME,2019-01-30,0.86,+2.38,1,0.84,0.1664,0.024418490819053812,-0.1165,0.1361,-0.009771436830546387,0.05263127195238017,0.86343890223595,20.089,0.6206,0.1834,1.459,3.2428,5.8737,0.0082636543773189,0.16570964337546,0.55942171398596,8.3173,0.2812217963874,0.1677,-0.1068,0.1581,0.0968,0.1111,0.2108,0.0
FBHS,2019-01-30,0.86,-7.53,-1,0.93,0.06,0.014284277235690574,-0.2771,-0.1221,-0.029356536901049526,0.03949111188567445,0.55934588834529,14.1227,1.0715,0.1789,1.13,0.9794,2.0828,0.02116028499289,0.29568788501027,0.91960902659022,8.7086,0.17619462502513,0.0193,-0.2857,0.216,0.0295,0.0822,0.5482,0.0
BA,2019-01-30,5.48,+19.91,1,4.57,0.1208,0.029175436055181112,0.0806,0.2888,0.004064451810257415,0.021752473652822336,0.31065081505086,17.867,40.8466,30.8555,1.076,1.811,1.7263,0.021778651349152,0.37724665391969,0.86168934636457,1.6317,0.093602157127099,0.2786,0.0776,-0.0296,0.1858,0.0445,0.2456,0.1181
MCD,2019-01-30,1.97,+4.23,1,1.89,0.2741,0.04313466133515385,1.0449,0.1837,-0.0029349734237089776,-0.014899069127177254,1.1123255422902,23.3338,-4.9654,-0.9466,1.363,6.5108,4.4813,0.02385075932603,0.54958391708725,0.64079338762374,382.6242,0.2912392803094,0.0117,1.0674,0.3731,0.2355,-0.0294,0.0521,0.0
SEIC,2019-01-30,0.73,-1.35,-1,0.74,0.2865,0.05885067871467205,-0.0267,0.261,-0.02762584775935908,0.030927543968855727,3.9029583237518,14.3034,0.0,0.3175,4.027,4.4244,4.5743,0.013117488035889,0.18644784805522,0.82375278190852,0.0,2.5634713974597,-0.0077,-0.0385,0.2096,0.0761,0.0638,-1.0,0.0
GD,2019-01-30,3.07,+3.02,1,2.98,0.0876,0.02001849894291755,0.4502,0.1695,-0.025502114164904863,0.1287940935192781,0.7665377569713,13.8756,1.0584,0.2851,1.234,1.2864,2.0043,0.02336233377866,0.32137518684604,0.79706219168428,6.4172,0.065336861388154,0.1309,0.4486,-0.0082,0.1669,0.2957,2.1183,0.0
CRUS,2019-01-30,0.91,+13.75,1,0.8,0.0923,0.02142869926585604,-0.0577,-0.4065,-0.06317933372229957,-0.02784181299337312,3.5226847844902,27.02,0.0,0.0789,5.409,2.0219,2.3955,-0.0,-0.0,0.87645197539626,6.3997,1.8709710922624,-0.3059,-0.0566,-0.0492,-0.3469,-0.0646,0.0,-0.0866
RCL,2019-01-30,1.53,+1.32,1,1.51,0.1354,0.011397932073013947,0.1119,0.1368,-0.01503530725926204,0.10662064968043035,0.086100224052732,11.3709,0.9705,0.1631,0.175,2.1527,0.7765,0.026112074229647,0.29126547037562,0.34275963805682,71.6609,0.040473189246875,0.1317,0.1119,-2.7221,0.0184,0.2387,0.4295,0.0
FICO,2019-01-30,1.45,+2.11,1,1.42,0.1525,0.030642006210047902,0.2692,0.1482,-0.0067783576613823565,0.02894218175954637,0.75282283505274,47.4885,2.6578,0.4955,0.836,6.4209,12.8398,-0.0,-0.0,0.77602450868755,0.0,0.18996081476589,0.1789,0.2661,0.7136,0.5035,0.0522,0.2536,0.2227
OSK,2019-01-30,1.61,+65.98,1,0.97,0.0604,0.021669549313134927,1.0405,0.6684,0.03874674459752291,0.018791313467589072,1.1692799242648,11.1442,0.3254,0.1877,1.935,0.6745,1.3618,0.01384957333835,0.1508794236067,1.4554606928337,6.3522,0.26897816697237,0.351,1.04,-9.7034,0.151,0.0137,-0.0178,0.0
X,2019-01-30,1.82,-1.09,-1,1.84,0.1604,0.05390639227827354,2.7,1.8539,0.03423784374430887,0.05373248896564959,0.99218016890835,2.8906,0.5666,0.2653,1.511,0.2281,0.2987,0.01119400329076,0.032286995515695,1.2910216718266,7.4037,0.31279324366594,0.2649,2.6813,-2.9577,0.1684,0.1136,-0.1191,0.0
RXN,2019-01-30,0.47,+17.5,1,0.4,0.0524,0.00788452584199907,-0.6866,-0.5484,-0.013906565264628279,-0.024538408594427987,1.5788413098237,233.7273,1.0077,0.0279,2.476,1.3134,1.8614,-0.0,-0.0,0.62916832837378,6.6094,0.7367758186398,0.0835,-0.7397,0.0966,-0.0987,-0.0384,-0.0081,0.0
SMG,2019-01-30,-1.39,-11.2,-1,-1.25,-0.267,-0.02468063996031254,-2.8919,-0.6915,0.0476869651494481,0.053003533568904596,0.56210217071976,69.7699,5.6864,0.1796,1.446,1.6409,2.642,0.028024675334891,1.883830455259,0.8719594041578,5.9926,0.055328872204994,0.0147,-2.8919,-0.0705,0.2204,0.108,0.2794,0.0
CLB,2019-01-30,0.48,-2.04,-1,0.49,0.051,0.013616880925115631,-0.5918,-0.0479,-0.04479776581430797,0.05189119345286587,1.3873930977991,33.1444,1.8485,0.5073,2.252,3.7643,6.334,0.037467325760221,1.2228830822624,1.0801739138476,17.7472,0.12790232771315,-0.053,-0.5918,-0.2253,-0.0296,0.1095,0.2766,0.0
GNTX,2019-01-30,0.41,-6.82,-1,0.44,0.2344,0.05096040034577588,-0.1111,0.1489,-0.022986486955194403,-0.06008350787690472,3.5467771134537,12.3232,0.0,0.2352,5.03,2.8883,3.5612,0.022243401497537,0.26620492957736,0.87946376495083,8.298,1.2829516373105,-0.0457,-0.0889,0.0533,-0.0761,-0.1134,-1.0,0.0992
DLB,2019-01-30,0.93,+75.47,1,0.53,0.3248,0.03479167995012504,2.7885,-0.4154,0.014617826046913633,0.061462609056109334,4.4513671203865,59.2966,0.0,0.0517,5.247,6.1883,3.0728,0.0092256128980199,0.54116290103562,0.40899327036802,45.7274,3.2442373368677,-0.0182,2.8462,19.0682,0.4775,0.1226,0.0,0.039
EVR,2019-01-30,3.93,+80.28,1,2.18,0.2117,0.07682529765951111,9.4419,1.975,-0.17670829908918,0.1457413490657592,1.9065681727538,7.7029,0.2555,0.4976,1.976,1.4027,1.4462,0.026949575399089,0.20491464319796,0.97132100183143,0.0,1.0545544764443,0.4284,9.5957,1.961,0.6707,0.3412,-0.056,0.0
EZPW,2019-01-30,0.31,+40.91,1,0.22,-0.0197,-0.003428741319079766,-1.3043,0.1129,-0.021816618892655515,0.09594142999801866,2.1115774167862,14.3973,0.5613,0.0526,2.883,0.7036,0.6449,-0.0,-0.0,0.65512006957754,5.0622,1.0975061835723,0.0635,-1.2917,0.7375,0.144,0.1872,0.4254,0.0
BEN,2019-01-30,0.54,-16.92,-1,0.65,0.1955,0.019776927157254886,1.5094,-0.5382,0.0007096468969076599,-0.09870760554554711,3.6501999529522,21.9353,0.0736,0.0772,5.805,2.5431,1.3336,0.13397346444071,2.7693615907902,0.43932978760385,0.0,3.2512820512821,-0.1263,1.5094,-0.2022,-0.2666,-0.2282,-0.3333,0.0
FLEX,2019-01-30,0.34,+13.33,1,0.3,-0.0065,-0.003232109142806645,-1.4091,-0.775,0.04120475832526242,-0.007954665958631533,0.56723641012526,57.4444,1.0276,0.0314,1.198,0.2057,0.445,-0.0,-0.0,1.9416103732864,6.9684,0.2233132078879,-0.1994,-1.4091,0.2926,-0.0771,0.0097,0.0016,0.0
TMO,2019-01-30,3.25,+2.2,1,3.18,0.138,0.01596955470194907,0.7,0.2952,-0.016058472044387536,-0.0038706477356267883,1.0149666503986,30.6142,0.6884,0.1065,1.728,3.6987,5.6555,0.0029589244093526,0.090537780803268,0.43316972542325,8.1519,0.34211810639336,0.0947,0.697,-0.0562,0.0663,-0.0077,-0.0961,0.0773
FB,2019-01-30,2.38,+8.68,1,2.19,0.4069,0.07070499517126595,0.6458,0.4045,-0.00756159204389011,0.0704395737333524,6.9404303833547,17.1359,0.0,0.2628,7.194,6.7467,4.848,-0.0,-0.0,0.57367415291676,0.0,1.4278181559071,0.2427,0.6259,-0.3866,0.3009,0.1516,0.0,0.4649
THR,2019-01-30,0.4,+17.65,1,0.34,0.0814,0.014865402263689202,13.5,0.9167,0.003042214744570205,-0.005093916960429786,1.8655850889641,35.1714,0.6152,0.066,3.272,1.9452,2.4764,-0.0,-0.0,0.62925573607498,6.4115,0.42847396572427,0.2054,14.0,2.9736,0.0252,-0.0399,-0.0893,0.0
HESM,2019-01-30,0.31,-3.13,-1,0.32,0.1005,0.006099939709898216,0.1481,0.6933,-0.038656594673192185,0.033841754051477595,0.8134765625,13.3701,0.0,0.137,0.841,1.399,0.3288,0.084527074479764,1.069209039548,0.23491860836259,0.0,0.1982421875,0.17,0.1481,-0.3402,0.0535,0.0701,0.0,0.0
MMM,2019-01-29,2.31,+1.32,1,2.28,0.1695,0.0369041095890411,1.6824,0.1211,-0.02495890410958904,-0.01996321505766107,1.1392876863611,20.9615,1.4927,0.546,1.892,3.3862,4.6506,0.028917366348406,0.59693400635633,0.89767123287671,7.8012,0.39384318056322,-0.0028,1.6364,0.2891,0.0222,-0.0391,0.0482,-0.0246
PKG,2019-01-29,2.17,+1.4,1,2.14,0.1171,0.031142974565048633,-0.2394,0.1033,-0.021462167222247593,0.02915282912463187,1.8215109573241,10.6726,0.9365,0.2762,3.049,1.1243,1.4954,0.034261567266781,0.36327913279133,1.067719987214,9.004,0.5211937716263,0.1454,-0.2386,0.2724,0.0857,0.0601,-0.0558,0.0
ALV,2019-01-29,1.42,-18.86,-1,1.75,-0.0415,-0.013538443227802904,-2.4444,-0.5524,-0.05659366817424423,-0.11971973938381954,0.79668469726051,32.0685,1.1837,0.1011,1.147,0.7052,1.1544,0.035626283912546,1.125525210084,1.2910914068079,11.8701,0.2149014133659,-0.0354,-2.4444,-0.296,-0.0174,-0.2138,0.676,0.1204
AAPL,2019-01-29,4.18,+0.24,1,4.17,0.2368,0.05342249123004182,0.0746,0.2932,-0.01799480358237071,-0.012946599662098338,0.99453976140569,18.9226,1.0685,0.5556,1.133,4.1328,2.9837,0.012318046710734,0.2303337756799,0.72621505229339,60.2871,0.22352474359306,-0.0555,0.0765,-0.0843,-0.2734,-0.0813,-0.0627,0.1453
AMGN,2019-01-29,3.42,+4.59,1,3.27,0.3095,0.02902914960250542,1.5217,3.6914,-0.01906167188629246,-0.09249163079866093,2.4380189798339,15.3283,2.7143,0.6715,2.789,5.2237,2.8008,0.027701521294484,0.41779842744818,0.3575493856902,8.2255,0.51490213523132,0.0824,1.5215,0.0385,0.106,-0.1693,-0.04,0.1333
HP,2019-01-29,0.42,+40,1,0.3,0.0256,0.0030856034845722267,-0.9626,4.6417,-0.03100788188676377,-0.01778929904767775,2.3623902345904,15.9636,0.1127,0.1101,2.958,3.0695,1.2564,0.041897490780217,0.63900537010641,0.40021258701111,16.8435,0.75392132948713,0.3179,-0.9628,2.1071,0.0195,-0.0342,-0.0048,1.1704
AXE,2019-01-29,1.53,+5.52,1,1.45,0.0197,0.00898325847284606,121.0,0.4268,0.001482882379488943,0.0450181352677619,1.0319214241866,11.6623,0.7977,0.0995,1.947,0.2148,0.5312,-0.0,-0.0,1.8052910962584,6.2709,0.049723756906077,0.0793,0.0,-0.6142,0.1156,0.0943,0.0038,0.0
ALGN,2019-01-29,1.2,+4.35,1,1.15,0.1824,0.04745139730021272,9.0833,0.7385,-0.07011251874581599,0.06997297252915247,1.696884577205,41.886,0.0,0.3194,1.882,8.5183,8.491,-0.0,-0.0,0.95811558628727,45.0364,0.92027719619173,0.205,8.3846,1.0157,0.3542,0.1505,0.0,0.3681
AOS,2019-01-29,0.74,+5.71,1,0.7,0.1554,0.04111997395409409,4.6923,0.5176,-0.010874165717076348,-0.020083268196972356,1.6456131414746,16.4231,0.1289,0.2587,2.086,2.2764,3.2033,0.018081679041729,0.29288608734804,1.0378967930978,10.5963,0.33070164268432,0.0456,4.2857,-0.1038,0.0921,-0.0394,-0.4605,0.0
ROK,2019-01-29,2.21,+11.06,1,1.99,0.0489,0.013528995518414935,1.3587,-0.337,-0.022188900495333085,-0.06702324992364252,0.93870982162815,44.0304,1.0981,0.3311,1.265,3.4738,4.6177,0.019011578526612,0.82315592903828,1.0645161290323,11.6917,0.2766328400912,0.055,1.3641,-0.0487,0.0337,-0.1709,-0.1022,0.0
BIIB,2019-01-29,6.99,+3.86,1,6.73,0.2685,0.03743935086144514,4.442,0.8104,-0.03751052833456576,0.03343379340641378,1.8279315367808,13.9122,0.4553,0.3398,2.319,4.5068,3.6522,-0.0,-0.0,0.53196857119131,14.6818,0.37163146394756,0.0858,4.4565,0.3654,0.0715,0.0692,-0.0003,0.0408
